train_loss,val_loss
0.046313975006341934,0.04851933568716049
0.04436579719185829,0.04493417963385582
0.0453348308801651,0.039964742958545685
0.029750173911452293,0.02352960780262947
0.02082742378115654,0.02019098959863186
0.019283244386315346,0.01590621843934059
0.016435926780104637,0.01579548791050911
0.020734453573822975,0.01557681243866682
0.01027755904942751,0.014641032554209232
0.012594846077263355,0.01468839030712843
0.012533165514469147,0.015977909788489342
0.01493372954428196,0.015862347558140755
0.01494876854121685,0.013797369785606861
0.01577834039926529,0.013526779599487782
0.013011583127081394,0.014313596300780773
0.017898062244057655,0.01410705503076315
0.011582639999687672,0.01370400283485651
0.013382218778133392,0.01306912675499916
0.014812822453677654,0.013347053900361061
0.017881982028484344,0.014259913004934788
0.018387746065855026,0.012586986646056175
0.015564784407615662,0.012939047999680042
0.010050730779767036,0.01280196662992239
0.013922069221735,0.012239162810146809
0.011776292696595192,0.012587944976985455
0.011514010839164257,0.012595691718161106
0.014683607034385204,0.012513328343629837
0.016113808378577232,0.012249462306499481
0.012612474150955677,0.013084348291158676
0.011875719763338566,0.012896130792796612
0.014327397570014,0.012920848093926907
0.011839265935122967,0.01155004370957613
0.012006005272269249,0.011680063791573048
0.009979063645005226,0.011176361702382565
0.009261172264814377,0.011715189553797245
0.011943104676902294,0.011935866437852383
0.01143248938024044,0.011247553862631321
0.011450640857219696,0.011132372543215752
0.008641839027404785,0.010853753425180912
0.010131491348147392,0.010573631152510643
0.014254775829613209,0.010614882223308086
0.011074325069785118,0.010635476559400558
0.015297445468604565,0.010502857156097889
0.010351435281336308,0.011095700785517693
0.012513959780335426,0.010547424666583538
0.014453249052166939,0.010773691348731518
0.011750311590731144,0.010366970673203468
0.009385515004396439,0.010336018167436123
0.012366858310997486,0.010275932028889656
0.011070302687585354,0.010281160473823547
0.010147013701498508,0.01020718738436699
0.013436442241072655,0.010792731307446957
0.012062319554388523,0.010613511316478252
0.008681898936629295,0.010419199243187904
0.0093386797234416,0.010123119689524174
0.011340923607349396,0.010083751752972603
0.010748427361249924,0.010210979729890823
0.008950176648795605,0.01012266706675291
0.010321073234081268,0.010113389231264591
0.011587617918848991,0.010357926599681377
0.008872332982718945,0.009974800981581211
0.009602622129023075,0.009966081939637661
0.010593777522444725,0.010049313306808472
0.012757212854921818,0.010273139923810959
0.009333855472505093,0.009909305721521378
0.007901721633970737,0.00990946777164936
0.009178150445222855,0.009897950105369091
0.011647500097751617,0.009901759214699268
0.008864279836416245,0.009820844046771526
0.010535575449466705,0.009934758767485619
0.008680476807057858,0.009851266629993916
0.010991076938807964,0.010037303902208805
0.011785460636019707,0.00974609237164259
0.013180484995245934,0.009919464588165283
0.010497734881937504,0.009786546230316162
0.009203527122735977,0.009864576160907745
0.010055111721158028,0.009955652058124542
0.008288531564176083,0.009738699533045292
0.009602701291441917,0.009648827835917473
0.009869291447103024,0.009691991843283176
0.009729946032166481,0.0096691669896245
0.01007491908967495,0.009727432392537594
0.01042186375707388,0.009680608287453651
0.010234157554805279,0.009621376171708107
0.009272735565900803,0.0096136424690485
0.010512612760066986,0.009702316485345364
0.009820318780839443,0.009682890959084034
0.013152961619198322,0.009624593891203403
0.009417915716767311,0.009649232029914856
0.011406389065086842,0.009683122858405113
0.009576234966516495,0.009594161063432693
0.008138815872371197,0.009537888690829277
0.010376013815402985,0.00962742418050766
0.01031772792339325,0.00952102430164814
0.010221938602626324,0.009597462601959705
0.009060753509402275,0.00957516860216856
0.009131445549428463,0.009636570699512959
0.009765400551259518,0.0096239959821105
0.010656610131263733,0.009481102228164673
0.01181869301944971,0.009484951384365559
0.009170868434011936,0.009429961442947388
0.009751117788255215,0.009432841092348099
0.009582367725670338,0.009452218189835548
0.008127906359732151,0.009416820481419563
0.007715952582657337,0.00942387804389
0.010373112745583057,0.00941371638327837
0.010502799414098263,0.009433388710021973
0.009714959189295769,0.009397061541676521
0.010395255871117115,0.009449075907468796
0.008281313814222813,0.009400751441717148
0.009630965068936348,0.009372874163091183
0.009630143642425537,0.009363014250993729
0.009316732175648212,0.009403609670698643
0.008766068145632744,0.009412161074578762
0.00796029344201088,0.00940418615937233
0.007894494570791721,0.009347607381641865
0.009679908864200115,0.00933086033910513
0.011343282647430897,0.009334076195955276
0.007400355767458677,0.009340755641460419
0.01013403944671154,0.009369966574013233
0.009497065097093582,0.009370260871946812
0.007835501804947853,0.009346332401037216
0.010138279758393764,0.009326789528131485
0.008818861097097397,0.00932921189814806
0.009255753830075264,0.009325587190687656
0.009859474375844002,0.009316141717135906
0.011930634267628193,0.009342971257865429
0.00837717019021511,0.009329460561275482
0.009333302266895771,0.009336058050394058
0.009756340645253658,0.009308496490120888
0.009469239041209221,0.009309510700404644
0.012191846035420895,0.009318267926573753
0.008815006352961063,0.009315291419625282
0.0098457345739007,0.009299177676439285
0.00961260311305523,0.009296922944486141
0.009812494739890099,0.009286323562264442
0.010691490024328232,0.009292688220739365
0.010497619397938251,0.009302989579737186
0.010043351911008358,0.009279717691242695
0.011160342954099178,0.009277279488742352
0.009666810743510723,0.00928986445069313
0.00897076353430748,0.009272174909710884
0.010513724759221077,0.009274742566049099
0.012566509656608105,0.009280363097786903
0.010197131894528866,0.009281445294618607
0.010259907692670822,0.00927428063005209
0.011900545097887516,0.009276541881263256
0.011544743552803993,0.00926598533987999
0.008447333239018917,0.009285378269851208
0.009797468781471252,0.009265897795557976
0.009216424077749252,0.00926496833562851
0.008941695094108582,0.009257922880351543
0.009437753818929195,0.009270686656236649
0.008088920265436172,0.009266907349228859
0.011253767646849155,0.00926705077290535
0.009526805952191353,0.009260558523237705
0.011150791309773922,0.009258409962058067
0.008226240053772926,0.009272219613194466
0.014412390068173409,0.009260122664272785
0.009540373459458351,0.009260330349206924
0.009430179372429848,0.009261790663003922
0.008772180415689945,0.009259514510631561
0.009957647882401943,0.00925529096275568
0.009780722670257092,0.009255748242139816
0.008579197339713573,0.009252476505935192
0.008566521108150482,0.009257514029741287
0.01058526337146759,0.009257008321583271
0.010196383111178875,0.009253516793251038
0.009480530396103859,0.009249966591596603
0.010837155394256115,0.009260043501853943
0.008867359720170498,0.009248797781765461
0.008907726965844631,0.009252442978322506
0.00795599166303873,0.009252650663256645
0.010582193732261658,0.009248440153896809
0.013034462928771973,0.00924656167626381
0.009772280231118202,0.009246217086911201
0.009071901440620422,0.009246868081390858
0.009201137349009514,0.009245079942047596
0.009739312343299389,0.009251635521650314
0.009535472840070724,0.009244948625564575
0.009195517748594284,0.00924760289490223
0.0082670534029603,0.0092408936470747
0.00868295133113861,0.009247643873095512
0.008455097675323486,0.009242108091711998
0.009316092357039452,0.00924439076334238
0.010299194604158401,0.009241045452654362
0.008824077434837818,0.009241065010428429
0.011099722236394882,0.009244843386113644
0.00923445075750351,0.009240452200174332
0.009486349299550056,0.009241065941751003
0.009309589862823486,0.009243150241672993
0.010707967914640903,0.009242260828614235
0.011138797737658024,0.009244480170309544
0.00912498775869608,0.009244955144822598
0.00850127637386322,0.009241747669875622
0.009087003767490387,0.009240797720849514
0.00852895062416792,0.009242153726518154
0.009031119756400585,0.009245283901691437
0.008802331052720547,0.009239740669727325
0.011258304119110107,0.00924514140933752
